,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9
72,,"@Ina_Mulleslow ...wer die Natur auslegen will, lebt nicht lange.",,,,Noname noname,"@Ina_Mulleslow ...wer die Natur auslegen will, lebt nicht lange.",2022-01-16T19:45:40Z,2022-01-16T19:45:40Z,
73,,@Ina_Mulleslow und Neandertaler wären mir lieber als dieser Mindfuck!,,,,Noname noname,@Ina_Mulleslow und Neandertaler wären mir lieber als dieser Mindfuck!,2022-01-16T19:46:24Z,2022-01-16T19:46:24Z,
74,Nadine De March,Diese engstirnigen Kommentare hier sind mir soooo peinlich 🤦🏻,2021-05-20T12:05:33Z,13.0,1.0,,,,,
75,,"Mir ist es peinlich, wie alle versuchen krampfhaft anderen gerecht zu werden.",,,,Lora BnH,"Mir ist es peinlich, wie alle versuchen krampfhaft anderen gerecht zu werden.",2021-06-02T18:03:42Z,2021-06-02T18:03:42Z,
76,Alan Wake,"Ich finde es absolut erschreckend, wie feindselig und verständnislos die Leute hier in den Kommentaren sind.",2021-05-08T16:26:30Z,15.0,38.0,,,,,
77,,"Warum sollte ich Verständnis für die Selbst-Täuschungen anderer haben oder sie beklatschen? Wenn mir eine mit einem Zahnstocher fuchtelnde Person sagt, sie dirigiere das Mäuse-Sinfonieorchester, soll ich das dann als wahr akzeptieren, weil es &quot;für die Person&quot; wahr ist? Kannst du dir vorstellen, was für eine Gefahr es für eine Gesellschaft ist, wenn grundlegende Thesen zum Sein der Dinge zur Debatte gestellt werden?",,,,dattel diskussion,"Warum sollte ich Verständnis für die Selbst-Täuschungen anderer haben oder sie beklatschen? Wenn mir eine mit einem Zahnstocher fuchtelnde Person sagt, sie dirigiere das Mäuse-Sinfonieorchester, soll ich das dann als wahr akzeptieren, weil es &quot;für die Person&quot; wahr ist? Kannst du dir vorstellen, was für eine Gefahr es für eine Gesellschaft ist, wenn grundlegende Thesen zum Sein der Dinge zur Debatte gestellt werden?",2021-06-02T17:21:17Z,2021-06-07T04:14:43Z,
78,,"@dattel diskussion Ich verstehe deine Argumentation nicht. Was meinst du mit grundlegender Wahrheit? Die grundlegende Wahrheit ist, dass Lebewesen auf der Erde nicht durch ihr biologisches Geschlecht allein definiert sind. Mal abgesehen von Zwittern, die nicht mal biologisch zugeordnet werden können, so ordnet sich ein höheres Lebewesen durch seine Geschlechtsidentität einem Geschlecht zu, auch Tiere. Beides ist untrennbar miteinander verbunden. Die meisten haben einfach nur das Glück, dass ihre Geschlechtsidentität mit ihrem biologischen Geschlecht übereinstimmt. Darum sagen wir ja auch: Wir fühlen uns männlich/weiblich. Ich gehe mal davon aus, dass du ein Mann bist? Falls ja, wirst du bestimmt nicht mit einem rosa Kleidchen rumlaufen, oder? Warum? Weil du dich männlich fühlst und dieses Kleid nicht deiner gefühlten Geschlechtszugehörigkeit entspricht. Das liegt nicht nur an der gesellschaftlichen Konvention, sondern du würdest es einfach nicht tragen wollen. Und manchmal ist es der Fall, das man mit einer Geschlechtsidentität geboren wird, die nicht der breiten Masse entspricht und/oder mit dem biologischen Geschlecht kollidiert. Man kann sich nicht eindeutig zuordnen oder aber man ordnet sich einem speziellen Geschlecht zu. Das sucht sich niemand aus, damit kommt man zur Welt, so wie es sich auch niemand aussucht, homosexuell zu sein. In meinem Fall ist es so, dass ich nicht-binär bin, also dass ich gar keine Geschlechtsidentität besitze. Ich bin einfach nicht damit geboren worden. Ich fühle mich weder als Mann noch als Frau. Entsprechend lebe ich auch relativ geschlechtsneutral. Das hat nichts mit Wahnvorstellung zu tun. Das hat es in der Menschheitsgeschichte immer schon gegeben. Bei den alten Römern gab es mal einen Kaiser, der als Frau leben und sich sogar operieren lassen wollte. Das ist einer der ältesten dokumentierten Fälle. Bei den Indianern gab es auch nicht nur zwei Geschlechter. Du musst von der Vorstellung loskommen, dass die Biologie die Zugehörigkeit allein bestimmt.",,,,Alan Wake,"@dattel diskussion Ich verstehe deine Argumentation nicht. Was meinst du mit grundlegender Wahrheit? Die grundlegende Wahrheit ist, dass Lebewesen auf der Erde nicht durch ihr biologisches Geschlecht allein definiert sind. Mal abgesehen von Zwittern, die nicht mal biologisch zugeordnet werden können, so ordnet sich ein höheres Lebewesen durch seine Geschlechtsidentität einem Geschlecht zu, auch Tiere. Beides ist untrennbar miteinander verbunden. Die meisten haben einfach nur das Glück, dass ihre Geschlechtsidentität mit ihrem biologischen Geschlecht übereinstimmt. Darum sagen wir ja auch: Wir fühlen uns männlich/weiblich. Ich gehe mal davon aus, dass du ein Mann bist? Falls ja, wirst du bestimmt nicht mit einem rosa Kleidchen rumlaufen, oder? Warum? Weil du dich männlich fühlst und dieses Kleid nicht deiner gefühlten Geschlechtszugehörigkeit entspricht. Das liegt nicht nur an der gesellschaftlichen Konvention, sondern du würdest es einfach nicht tragen wollen. Und manchmal ist es der Fall, das man mit einer Geschlechtsidentität geboren wird, die nicht der breiten Masse entspricht und/oder mit dem biologischen Geschlecht kollidiert. Man kann sich nicht eindeutig zuordnen oder aber man ordnet sich einem speziellen Geschlecht zu. Das sucht sich niemand aus, damit kommt man zur Welt, so wie es sich auch niemand aussucht, homosexuell zu sein. In meinem Fall ist es so, dass ich nicht-binär bin, also dass ich gar keine Geschlechtsidentität besitze. Ich bin einfach nicht damit geboren worden. Ich fühle mich weder als Mann noch als Frau. Entsprechend lebe ich auch relativ geschlechtsneutral. Das hat nichts mit Wahnvorstellung zu tun. Das hat es in der Menschheitsgeschichte immer schon gegeben. Bei den alten Römern gab es mal einen Kaiser, der als Frau leben und sich sogar operieren lassen wollte. Das ist einer der ältesten dokumentierten Fälle. Bei den Indianern gab es auch nicht nur zwei Geschlechter. Du musst von der Vorstellung loskommen, dass die Biologie die Zugehörigkeit allein bestimmt.",2021-06-02T18:18:02Z,2021-06-02T18:21:02Z,
79,,"@Alan Wake Zunächst einmal will ich festhalten, dass wir uns gar nicht so uneins sind. Ich bin übrigens ein cis-Mann, lebe selbst nicht die allerkonventionellste Männlichkeit und ich habe durchaus schon rosa Kleidchen getragen. Das war aber ein Rollenspiel zu besonderen Anlässen und kein Ausdruck meiner Identität, obwohl ich mich dabei keineswegs unwohl gefühlt habe. Deine Vorstellung non-binär scheint zu sein, dass du dich weder als Frau noch als Mann fühlst. Anders gesagt, dass du dich weder in der Männerrolle noch in der Frauenrolle berufen siehst. Für mich sind Frau und Mann aber in erster Linie fortpflanzungsphysiologische Kategorien. Das liegt auch daran, dass ich traditionelle Stereotype der Geschlechter ablehne bzw als sehr flexibel ansehe. Wenn man es nämlich als denkbar ansieht, dass ein Mann auch mal ein Kleidchen tragen kann, erscheint das Label non-binary völlig überflüssig. Was ich als Täuschung bezeichne, ist in erster Linie der Gedanke, dass ich meine Identität als Frau oder Mann einfach in die Welt sprechen kann - ungeachtet meiner Gender expression - und dass Biologie ihrerseits ein Konstrukt sei. Das halte ich für gefährlich, weil es dem Diskurs seine Grundlage entzieht. Und das behaupten heutzutage viele.",,,,dattel diskussion,"@Alan Wake Zunächst einmal will ich festhalten, dass wir uns gar nicht so uneins sind. Ich bin übrigens ein cis-Mann, lebe selbst nicht die allerkonventionellste Männlichkeit und ich habe durchaus schon rosa Kleidchen getragen. Das war aber ein Rollenspiel zu besonderen Anlässen und kein Ausdruck meiner Identität, obwohl ich mich dabei keineswegs unwohl gefühlt habe. Deine Vorstellung non-binär scheint zu sein, dass du dich weder als Frau noch als Mann fühlst. Anders gesagt, dass du dich weder in der Männerrolle noch in der Frauenrolle berufen siehst. Für mich sind Frau und Mann aber in erster Linie fortpflanzungsphysiologische Kategorien. Das liegt auch daran, dass ich traditionelle Stereotype der Geschlechter ablehne bzw als sehr flexibel ansehe. Wenn man es nämlich als denkbar ansieht, dass ein Mann auch mal ein Kleidchen tragen kann, erscheint das Label non-binary völlig überflüssig. Was ich als Täuschung bezeichne, ist in erster Linie der Gedanke, dass ich meine Identität als Frau oder Mann einfach in die Welt sprechen kann - ungeachtet meiner Gender expression - und dass Biologie ihrerseits ein Konstrukt sei. Das halte ich für gefährlich, weil es dem Diskurs seine Grundlage entzieht. Und das behaupten heutzutage viele.",2021-06-02T19:14:36Z,2021-06-03T11:58:02Z,
80,,"@dattel diskussion Ich glaube, keiner betrachtet die Biologie als Konstrukt, schließlich ist sie ja gegeben. Vielmehr wollen sich Menschen nicht bloß darüber definieren lassen. Und ob ein Mann sagt, er sei eine Frau, dabei aber wie ein Mann aussieht, oder umgekehrt, ist ja jedem selbst überlassen. Leben und leben lassen und jeder so, wie er sich wohlfühlt. Da greife ich dann wieder dein Argument auf, dass wir von Stereotypen wegkommen sollten, was ich auch so sehe. Ich wollte mit meinem Beispiel nur verdeutlichen, dass es dieses männliche oder weibliche Gefühl gibt, dass sich jeder in gewisser Weise einem Geschlecht zugehörig fühlt, schon von klein auf. Das nennt sich Geschlechtsidentität. Diese definiert letztlich, wo wir uns mit welcher Intensität einordnen. Und das ist nichts Neues, das hat es seit jeher gegeben. Eine zunehmend liberalisierte und globalisierte Welt ermöglicht es schlichtweg, dass sich Menschen zeigen und sein können, wer sie sind, darum erscheint es lediglich so, als würden sie wie Pilze aus dem Boden schießen. In Wirklichkeit ist es aber eine Folge zunehmender Freiheit und Toleranz. Ich meine, wir sprechen hier von einem sehr kleinen Teil der Bevölkerung, der sich seinem Geschlecht, in welcher Form auch immer, nicht zugehörig fühlt. Das ist keine Bewegung und auch keine Masse, die irgendwelche Grundfesten erschüttert oder erschüttern will. Wir möchten einfach nur Verständnis und die Möglichkeit, zu sein, wer wir sind. Nicht mehr und nicht weniger.",,,,Alan Wake,"@dattel diskussion Ich glaube, keiner betrachtet die Biologie als Konstrukt, schließlich ist sie ja gegeben. Vielmehr wollen sich Menschen nicht bloß darüber definieren lassen. Und ob ein Mann sagt, er sei eine Frau, dabei aber wie ein Mann aussieht, oder umgekehrt, ist ja jedem selbst überlassen. Leben und leben lassen und jeder so, wie er sich wohlfühlt. Da greife ich dann wieder dein Argument auf, dass wir von Stereotypen wegkommen sollten, was ich auch so sehe. Ich wollte mit meinem Beispiel nur verdeutlichen, dass es dieses männliche oder weibliche Gefühl gibt, dass sich jeder in gewisser Weise einem Geschlecht zugehörig fühlt, schon von klein auf. Das nennt sich Geschlechtsidentität. Diese definiert letztlich, wo wir uns mit welcher Intensität einordnen. Und das ist nichts Neues, das hat es seit jeher gegeben. Eine zunehmend liberalisierte und globalisierte Welt ermöglicht es schlichtweg, dass sich Menschen zeigen und sein können, wer sie sind, darum erscheint es lediglich so, als würden sie wie Pilze aus dem Boden schießen. In Wirklichkeit ist es aber eine Folge zunehmender Freiheit und Toleranz. Ich meine, wir sprechen hier von einem sehr kleinen Teil der Bevölkerung, der sich seinem Geschlecht, in welcher Form auch immer, nicht zugehörig fühlt. Das ist keine Bewegung und auch keine Masse, die irgendwelche Grundfesten erschüttert oder erschüttern will. Wir möchten einfach nur Verständnis und die Möglichkeit, zu sein, wer wir sind. Nicht mehr und nicht weniger.",2021-06-02T19:36:31Z,2021-06-02T22:59:50Z,
81,,"@Alan Wake Dass das biologische Geschlecht sozial konstruiert sei, ist Lehrmeinung in den Butler&#39;schen Gender Studies. Lies gern mal nach. Es ist traurig aber wahr. Es kann sich jeder bezeichnen wie er/sie es will. Das heißt aber nicht, dass andere dazu verpflichtet werden, deren subjektive Selbstbezeichnung zu reproduzieren und sich damit implizit anzuschließen. In anderen Worten: ich glaube nicht, dass eine Person mit Bart, Penis und tiefer Stimme, die eine Lederjacke trägt, eine Frau ist, nur weil sie es behauptet. Das ändert nichts am Recht der Person, das zu behaupten. Es geht darum, wer was für wahr hält und wer die Macht besitzt, zu definieren, was wahr ist und was gilt. Und wenn man Menschen zwingen kann, zu sagen, dass die von mir beschriebene Person eine Frau ist, nur weil sie es behauptet, dann kann man die Menschen auch noch zu viel absurderen Verzerrungen zwingen. George Orwell lässt grüßen.",,,,dattel diskussion,"@Alan Wake Dass das biologische Geschlecht sozial konstruiert sei, ist Lehrmeinung in den Butler&#39;schen Gender Studies. Lies gern mal nach. Es ist traurig aber wahr. Es kann sich jeder bezeichnen wie er/sie es will. Das heißt aber nicht, dass andere dazu verpflichtet werden, deren subjektive Selbstbezeichnung zu reproduzieren und sich damit implizit anzuschließen. In anderen Worten: ich glaube nicht, dass eine Person mit Bart, Penis und tiefer Stimme, die eine Lederjacke trägt, eine Frau ist, nur weil sie es behauptet. Das ändert nichts am Recht der Person, das zu behaupten. Es geht darum, wer was für wahr hält und wer die Macht besitzt, zu definieren, was wahr ist und was gilt. Und wenn man Menschen zwingen kann, zu sagen, dass die von mir beschriebene Person eine Frau ist, nur weil sie es behauptet, dann kann man die Menschen auch noch zu viel absurderen Verzerrungen zwingen. George Orwell lässt grüßen.",2021-06-02T19:45:35Z,2021-06-03T12:03:10Z,
82,,"Bitte bleib doch respektvoll gegenüber anderen Menschen und Ansichten, dattel diskussion.",,,,WDR aktuell,"Bitte bleib doch respektvoll gegenüber anderen Menschen und Ansichten, dattel diskussion.",2021-06-02T21:53:10Z,2021-06-02T21:53:10Z,
83,,@WDR aktuell Wo war ich das nicht?,,,,dattel diskussion,@WDR aktuell Wo war ich das nicht?,2021-06-03T10:43:24Z,2021-06-03T10:43:24Z,
84,,"@dattel diskussion Ich glaube, sie meinten den Punkt mit der Wahnvorstellung.",,,,Alan Wake,"@dattel diskussion Ich glaube, sie meinten den Punkt mit der Wahnvorstellung.",2021-06-03T10:45:24Z,2021-06-03T10:45:24Z,
85,,"@Alan Wake OK, dann ändere ich das in Täuschung.",,,,dattel diskussion,"@Alan Wake OK, dann ändere ich das in Täuschung.",2021-06-03T11:55:30Z,2021-06-03T11:55:30Z,
86,,"@dattel diskussion Das macht es nicht besser XD Ich als Betroffener täusche ja keinem was vor. Ich bin, wie ich geboren wurde, und habe meinen Umgang damit gefunden.",,,,Alan Wake,"@dattel diskussion Das macht es nicht besser XD Ich als Betroffener täusche ja keinem was vor. Ich bin, wie ich geboren wurde, und habe meinen Umgang damit gefunden.",2021-06-03T13:23:18Z,2021-06-03T13:23:18Z,
87,,"@Alan Wake Nein, ich glaube, du täuschst dich. Auf Englisch würde man sagen: You are mistaken. Das hat nichts mit böswilliger Täuschung zu tun.",,,,dattel diskussion,"@Alan Wake Nein, ich glaube, du täuschst dich. Auf Englisch würde man sagen: You are mistaken. Das hat nichts mit böswilliger Täuschung zu tun.",2021-06-03T15:14:08Z,2021-06-03T15:14:08Z,
88,,"@dattel diskussion Jetzt verstehe ich, was du meinst. Ich muss dich aber korrigieren, denn ich bilde mir eine fehlende Geschlechtsidentität nicht ein. Ich hatte nie eine. Genauso wenig täuscht sich ein Homosexueller, dass er aufs gleiche Geschlecht steht. Man kommt damit zur Welt. Und es braucht seine Zeit, bis man sich verstanden und ergründet und einen Begriff dafür hat. Du besitzt eine Geschlechtsidentität, die mit deinem biologischen Geschlecht übereinstimmt. Also woher willst du wissen, wie es sich anfühlt, wenn dies nicht gegeben ist?",,,,Alan Wake,"@dattel diskussion Jetzt verstehe ich, was du meinst. Ich muss dich aber korrigieren, denn ich bilde mir eine fehlende Geschlechtsidentität nicht ein. Ich hatte nie eine. Genauso wenig täuscht sich ein Homosexueller, dass er aufs gleiche Geschlecht steht. Man kommt damit zur Welt. Und es braucht seine Zeit, bis man sich verstanden und ergründet und einen Begriff dafür hat. Du besitzt eine Geschlechtsidentität, die mit deinem biologischen Geschlecht übereinstimmt. Also woher willst du wissen, wie es sich anfühlt, wenn dies nicht gegeben ist?",2021-06-03T15:34:14Z,2021-06-03T15:34:14Z,
89,,"@Alan Wake Na ja, ich würde mal sagen, bei Homosexuellen gibt es einen empirischen Weg der Überprüfbarkeit. Ein Homosexueller, der nur der Identität nach homosexuell ist aber nur sexuelle Erfahrungen mit andersgeschlechtlichen Personen sammelt, würde sich hinsichtlich seiner Self-ID ebenfalls täuschen. Was deinen Fall betrifft, würde ich sagen, du bist das, als das du den Menschen in der Öffentlichkeit am ehesten erscheinst. Wie spricht man dich denn in der Bank an?",,,,dattel diskussion,"@Alan Wake Na ja, ich würde mal sagen, bei Homosexuellen gibt es einen empirischen Weg der Überprüfbarkeit. Ein Homosexueller, der nur der Identität nach homosexuell ist aber nur sexuelle Erfahrungen mit andersgeschlechtlichen Personen sammelt, würde sich hinsichtlich seiner Self-ID ebenfalls täuschen. Was deinen Fall betrifft, würde ich sagen, du bist das, als das du den Menschen in der Öffentlichkeit am ehesten erscheinst. Wie spricht man dich denn in der Bank an?",2021-06-03T17:17:11Z,2021-06-03T17:17:11Z,
90,,"@dattel diskussion Auch bei Geschlechtsdysphorie liegt eine Überprüfbarkeit vor. Das ist alles wissenschaftlich belegt und erforscht und im ICD vertreten. Noch. Ab 2022 wird es nicht mehr als Störung gelten, sondern als Teil menschlicher Diversität. Bei nicht-binären Menschen musst du bedenken, dass wir in einer Gesellschaft leben, die von zwei Geschlechtern bestimmt wird und es ist ganz logisch und normal, dass wir jemanden in männlich oder weiblich einordnen, wenn wir jemanden sehen, daher ist es völlig egal, wie ich auftrete, ich werde immer einem Geschlecht zugeordnet werden. Völlige Neutralität nach außen hin gibt es nicht. Nach außen hin bin ich mal das eine, mal das andere. Ich bin biologisch weiblich, trete nach außen hin aber entweder als Mann oder als Mischung auf, die man nicht auf den ersten Blick unterscheiden kann. Körperlich werde ich bald neutral aussehen (dank OPs) und in meinem Ausweis wird unter Geschlecht dann ein X stehen. Auch meinen Vornamen werde ich in einen universellgeschlechtlichen ändern. Ich bin nun mal keine Frau. Biologisch ja, aber ohne eine Geschlechtsidentität kann ich nicht als solche zugeordnet werden, das wird sich dann auch in meinen Ausweisdokumenten widerspiegeln.<br>Was mich mal interessieren würde: Warum versuchst du hartnäckig, jemandem seine fehlende Geschlechtsidentität abzusprechen? Wie gesagt, es ist belegbar und hat nichts mit Trend zu tun, daher ist es mir ein Rätsel, wieso das diskutiert werden muss. Es betrifft nur einen ganz kleinen Teil der Bevölkerung. Sei doch glücklich, dass deine Geschlechtsidentät mit deinem biologischen Geschlecht übereinstimmt. Statt also Menschen, bei denen das nicht der Fall ist, im Weg zu stehen, könntest du vielmehr versuchen, Verständnis für etwas aufzubringen, was sich niemand ausgesucht hat. Es ist kein Spaß, so zu leben und es fühlt sich seltsam an. Aber man kann es halt nicht ändern und es geht auch nicht darum, die Gesellschaft uns anzupassen, sondern als Teil von ihr wahrgenommen zu werden, als Teil menschlicher Diversität, die eben nicht nur Schwarz udn Weiß kennt.",,,,Alan Wake,"@dattel diskussion Auch bei Geschlechtsdysphorie liegt eine Überprüfbarkeit vor. Das ist alles wissenschaftlich belegt und erforscht und im ICD vertreten. Noch. Ab 2022 wird es nicht mehr als Störung gelten, sondern als Teil menschlicher Diversität. Bei nicht-binären Menschen musst du bedenken, dass wir in einer Gesellschaft leben, die von zwei Geschlechtern bestimmt wird und es ist ganz logisch und normal, dass wir jemanden in männlich oder weiblich einordnen, wenn wir jemanden sehen, daher ist es völlig egal, wie ich auftrete, ich werde immer einem Geschlecht zugeordnet werden. Völlige Neutralität nach außen hin gibt es nicht. Nach außen hin bin ich mal das eine, mal das andere. Ich bin biologisch weiblich, trete nach außen hin aber entweder als Mann oder als Mischung auf, die man nicht auf den ersten Blick unterscheiden kann. Körperlich werde ich bald neutral aussehen (dank OPs) und in meinem Ausweis wird unter Geschlecht dann ein X stehen. Auch meinen Vornamen werde ich in einen universellgeschlechtlichen ändern. Ich bin nun mal keine Frau. Biologisch ja, aber ohne eine Geschlechtsidentität kann ich nicht als solche zugeordnet werden, das wird sich dann auch in meinen Ausweisdokumenten widerspiegeln.<br>Was mich mal interessieren würde: Warum versuchst du hartnäckig, jemandem seine fehlende Geschlechtsidentität abzusprechen? Wie gesagt, es ist belegbar und hat nichts mit Trend zu tun, daher ist es mir ein Rätsel, wieso das diskutiert werden muss. Es betrifft nur einen ganz kleinen Teil der Bevölkerung. Sei doch glücklich, dass deine Geschlechtsidentät mit deinem biologischen Geschlecht übereinstimmt. Statt also Menschen, bei denen das nicht der Fall ist, im Weg zu stehen, könntest du vielmehr versuchen, Verständnis für etwas aufzubringen, was sich niemand ausgesucht hat. Es ist kein Spaß, so zu leben und es fühlt sich seltsam an. Aber man kann es halt nicht ändern und es geht auch nicht darum, die Gesellschaft uns anzupassen, sondern als Teil von ihr wahrgenommen zu werden, als Teil menschlicher Diversität, die eben nicht nur Schwarz udn Weiß kennt.",2021-06-03T17:39:48Z,2021-06-03T17:40:45Z,
91,,"@Alan Wake Ich interessiere mich für das Thema und halte es für sinnvoll, meine Gedanken dazu auf einer Plattform zu artikulieren, wo Menschen sind, die sich auch dafür interessieren. Es ist dafür aber auch nötig, dass ich meine Gedanken und auch meine Urteile frei von der Leber weg mitteilen kann. Also danke ich Dir, dass Du Deine Perspektive mitteilst. <br>Zu der Unüberprüfbarkeit: Die Dysphorie, von der Du sprichst, ist eine medizinische Dimension. Mir geht es aber auch darum, dass Personen, die gar keine Dysphorie haben trotzdem ihr Mannsein oder Frausein meinen in die Welt sprechen zu können. Ich richte meine Kritik in erster Linie gegen den Glauben, dass das möglich sei. Du bist die erste Person, von der ich gehört habe, die ihren Körper verändert hat, um neutral zu erscheinen. Noch dazu die einzige, die non-binär ist und nicht die Butler&#39;sche Meinung zum biologischen Geschlecht vertritt.",,,,dattel diskussion,"@Alan Wake Ich interessiere mich für das Thema und halte es für sinnvoll, meine Gedanken dazu auf einer Plattform zu artikulieren, wo Menschen sind, die sich auch dafür interessieren. Es ist dafür aber auch nötig, dass ich meine Gedanken und auch meine Urteile frei von der Leber weg mitteilen kann. Also danke ich Dir, dass Du Deine Perspektive mitteilst. <br>Zu der Unüberprüfbarkeit: Die Dysphorie, von der Du sprichst, ist eine medizinische Dimension. Mir geht es aber auch darum, dass Personen, die gar keine Dysphorie haben trotzdem ihr Mannsein oder Frausein meinen in die Welt sprechen zu können. Ich richte meine Kritik in erster Linie gegen den Glauben, dass das möglich sei. Du bist die erste Person, von der ich gehört habe, die ihren Körper verändert hat, um neutral zu erscheinen. Noch dazu die einzige, die non-binär ist und nicht die Butler&#39;sche Meinung zum biologischen Geschlecht vertritt.",2021-06-03T18:55:17Z,2021-06-03T19:02:43Z,
92,,"@dattel diskussion Ich musste die Dame und ihre Ansichten erst mal googeln. Hab ich noch nie gehört und eher selten in der Community erlebt, dass jemand das biologische Geschlecht als reines Konstrukt betrachtet. Das ist ja auch völlig fern der Realität. Übrigens sind körperliche Veränderungen und Anpassungen bei nicht-binären Menschen häufig. Sie fühlen sich entweder mehr zu einem weiblichen Äußeren hingezogen oder zu einem männlichen. Viele mischen auch einfach beides. Der Geschlechtseintrag X steht nicht nur Zwittern offen, sondern ist auch für Menschen wie uns gedacht. Operationen kommen vor allem bei biologischen Frauen vor, die genau den gleichen Weg gehen müssen wie Transsexuelle, um die Krankenkassen zu überzeugen. Es ist eher die Ausnahme, dass ein nicht-binärer Mensch ohne jede körperliche Veränderung in seinem biologischen Geschlecht lebt, als sei nichts. Natürlich will ich nicht bestreiten, dass es auch Leute gibt, die sich bloß aus freien Stücken dazu entschieden haben, nicht-binär zu sein. Das ist aber nicht die Regel. Man posaunt nicht einfach etwas in die Welt hinaus, was man nicht ist, immerhin zieht das auch einiges an Problemen nach sich. Aber es ist wie mit allen Dingen: Es gibt immer Trittbrettfahrer, die mitsurfen wollen, egal um was es geht, völlig egal ob sie wirklich davon betroffen sind oder nicht. Menschen wie wir sind so vielen Feindseligkeiten ausgesetzt (in Deutschland zum Glück nicht so krass wie anderswo), daher wär ich an deiner Stelle etwas zurückhaltender, was das Absprechen der empfundenen Identität angeht. Natürlich darfst du deine Ansichten frei äußern, aber versetz dich mal in die Lage der Betroffenen und wie sich das anfühlt, wenn man einfach so infrage gestellt wird, ohne dass es dafür einen Grund gibt.",,,,Alan Wake,"@dattel diskussion Ich musste die Dame und ihre Ansichten erst mal googeln. Hab ich noch nie gehört und eher selten in der Community erlebt, dass jemand das biologische Geschlecht als reines Konstrukt betrachtet. Das ist ja auch völlig fern der Realität. Übrigens sind körperliche Veränderungen und Anpassungen bei nicht-binären Menschen häufig. Sie fühlen sich entweder mehr zu einem weiblichen Äußeren hingezogen oder zu einem männlichen. Viele mischen auch einfach beides. Der Geschlechtseintrag X steht nicht nur Zwittern offen, sondern ist auch für Menschen wie uns gedacht. Operationen kommen vor allem bei biologischen Frauen vor, die genau den gleichen Weg gehen müssen wie Transsexuelle, um die Krankenkassen zu überzeugen. Es ist eher die Ausnahme, dass ein nicht-binärer Mensch ohne jede körperliche Veränderung in seinem biologischen Geschlecht lebt, als sei nichts. Natürlich will ich nicht bestreiten, dass es auch Leute gibt, die sich bloß aus freien Stücken dazu entschieden haben, nicht-binär zu sein. Das ist aber nicht die Regel. Man posaunt nicht einfach etwas in die Welt hinaus, was man nicht ist, immerhin zieht das auch einiges an Problemen nach sich. Aber es ist wie mit allen Dingen: Es gibt immer Trittbrettfahrer, die mitsurfen wollen, egal um was es geht, völlig egal ob sie wirklich davon betroffen sind oder nicht. Menschen wie wir sind so vielen Feindseligkeiten ausgesetzt (in Deutschland zum Glück nicht so krass wie anderswo), daher wär ich an deiner Stelle etwas zurückhaltender, was das Absprechen der empfundenen Identität angeht. Natürlich darfst du deine Ansichten frei äußern, aber versetz dich mal in die Lage der Betroffenen und wie sich das anfühlt, wenn man einfach so infrage gestellt wird, ohne dass es dafür einen Grund gibt.",2021-06-03T20:46:12Z,2021-06-03T20:46:12Z,
93,,"@Alan Wake Ich kann mir vorstellen, dass das unangenehm sein kann, aber ich finde Wahrheitssuche anhand von klarer Argumentation wichtiger, weil sonst Menschen einfach nur lernen, was sie nach außen hin behaupten sollen anstatt die Dinge wirklich in der Tiefe zu verstehen. Die Standardposition zum biologischen Geschlecht, die ich regelmäßig vernehme, wird hier dargestellt: <a href=""https://youtu.be/-H3Ctng-4zs"">https://youtu.be/-H3Ctng-4zs</a> wobei Abweichungen als TERFs bezeichnet werden. Von Joan K Rowlings Aussagen und der Antwort der Trans Community hast du aber gehört, oder?",,,,dattel diskussion,"@Alan Wake Ich kann mir vorstellen, dass das unangenehm sein kann, aber ich finde Wahrheitssuche anhand von klarer Argumentation wichtiger, weil sonst Menschen einfach nur lernen, was sie nach außen hin behaupten sollen anstatt die Dinge wirklich in der Tiefe zu verstehen. Die Standardposition zum biologischen Geschlecht, die ich regelmäßig vernehme, wird hier dargestellt: <a href=""https://youtu.be/-H3Ctng-4zs"">https://youtu.be/-H3Ctng-4zs</a> wobei Abweichungen als TERFs bezeichnet werden. Von Joan K Rowlings Aussagen und der Antwort der Trans Community hast du aber gehört, oder?",2021-06-05T17:58:48Z,2021-06-05T17:58:48Z,
