,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9
424,,In was unterscheidet sich die hier gezeigte Person von einer x-beliebigen anderen Frau in ihrem Alter?,,,,Maximilian Strasse,In was unterscheidet sich die hier gezeigte Person von einer x-beliebigen anderen Frau in ihrem Alter?,2017-11-28T21:45:55Z,2017-11-28T21:45:55Z,
425,,Das ist innerlich. Das kann sie nur selber beantworten. Das hat sie hier mE nicht beantwortet.,,,,sunnymas,Das ist innerlich. Das kann sie nur selber beantworten. Das hat sie hier mE nicht beantwortet.,2017-11-28T21:47:57Z,2017-11-28T21:49:18Z,
426,,"Maximilian Strasse   das frag ich mich halt auch! Sie hat scheinbar keine probleme mit ihrem weiblichen körper, aufgrund der weiblichkeit; kleidet und schminkt sich &quot;typisch&quot; weiblich; behält ihren weiblichen vornamen...  warum muss sie sich selbst dieses label aufdrücken, total anders zu sein? Sie kann ja wohl kaum eine geschlechtsdisphorbie haben, wenn sie ihre weiblichkeit nicht stört.",,,,AloeVera,"Maximilian Strasse   das frag ich mich halt auch! Sie hat scheinbar keine probleme mit ihrem weiblichen körper, aufgrund der weiblichkeit; kleidet und schminkt sich &quot;typisch&quot; weiblich; behält ihren weiblichen vornamen...  warum muss sie sich selbst dieses label aufdrücken, total anders zu sein? Sie kann ja wohl kaum eine geschlechtsdisphorbie haben, wenn sie ihre weiblichkeit nicht stört.",2017-11-28T21:50:04Z,2017-11-28T21:50:04Z,
427,,"Es gibt mE ganz unterschiedliche Formen, Einstellungen, Vorstellungen etc. von Weiblichkeit.<br>zB auch eine Nonne ist weiblich.<br>Aber was ist weiblich - aber trotzdem nicht Frau ? - ups - kompliziert.",,,,sunnymas,"Es gibt mE ganz unterschiedliche Formen, Einstellungen, Vorstellungen etc. von Weiblichkeit.<br>zB auch eine Nonne ist weiblich.<br>Aber was ist weiblich - aber trotzdem nicht Frau ? - ups - kompliziert.",2017-11-28T21:58:54Z,2017-11-28T22:10:03Z,
428,,"Genau das ist der Punkt. Darum wird sie auch kritisiert und eben auch die ganze Gendersache. Gäbe es irgendetwas oder irgendjemand, der PLAUSIBEL begründet, was genau der Unterschied zu jemand &quot;ganz normalen&quot; ist, dann würde es hier nicht so Kritik hageln.<br><br>Es festigt sich so zum Glück aber immer mehr das Bild, dass das eher Spätpubertäreauswüchse sind &quot;ich bin was ganz Besonderes hihi&quot; (hier hats schonmal jemand geschrieben, wie bei den Emos, die immer zwanghaft auf &quot;Ich bin depressiv bla&quot; gemacht haben)",,,,Maximilian Strasse,"Genau das ist der Punkt. Darum wird sie auch kritisiert und eben auch die ganze Gendersache. Gäbe es irgendetwas oder irgendjemand, der PLAUSIBEL begründet, was genau der Unterschied zu jemand &quot;ganz normalen&quot; ist, dann würde es hier nicht so Kritik hageln.<br><br>Es festigt sich so zum Glück aber immer mehr das Bild, dass das eher Spätpubertäreauswüchse sind &quot;ich bin was ganz Besonderes hihi&quot; (hier hats schonmal jemand geschrieben, wie bei den Emos, die immer zwanghaft auf &quot;Ich bin depressiv bla&quot; gemacht haben)",2017-11-28T22:16:56Z,2017-11-28T22:17:35Z,
429,,"Und nochmal: Die Mehrheit verhält sich nicht homogen. Es gibt Tendenzen, die aber so fließend sind, dass dieses Labeln unnötig ist. <br>Diese Menschen (Genderideologen) müssen alles in Schubladen stecken und behaupten, sie würden das Gegenteil tun.",,,,Maximilian Strasse,"Und nochmal: Die Mehrheit verhält sich nicht homogen. Es gibt Tendenzen, die aber so fließend sind, dass dieses Labeln unnötig ist. <br>Diese Menschen (Genderideologen) müssen alles in Schubladen stecken und behaupten, sie würden das Gegenteil tun.",2017-11-28T22:20:01Z,2017-11-28T22:20:01Z,
430,,"Schon die Betroffenen suchen nach einer Definition für sich selbst.<br>Um sich anhand ihrer Definition orientieren zu können.<br><br>Die Mehrheit sucht nach Etiketten, um die abweichende Minderheit damit zu kennzeichnen.<br>Auch aus gesellschaftlichem Druck, um sich von der Minderheit abzugrenzen.<br><br>Homo-Etikett ist heute immer weniger ein Problem. <br>Aber z.B. Nicht-Binär oder gender-queer - &quot;oha ! - &quot;???&quot;",,,,sunnymas,"Schon die Betroffenen suchen nach einer Definition für sich selbst.<br>Um sich anhand ihrer Definition orientieren zu können.<br><br>Die Mehrheit sucht nach Etiketten, um die abweichende Minderheit damit zu kennzeichnen.<br>Auch aus gesellschaftlichem Druck, um sich von der Minderheit abzugrenzen.<br><br>Homo-Etikett ist heute immer weniger ein Problem. <br>Aber z.B. Nicht-Binär oder gender-queer - &quot;oha ! - &quot;???&quot;",2017-11-28T22:31:01Z,2017-11-28T22:31:01Z,
431,,"Eine allgemein verständliche Begründung - oder zumindest der Versuch - fehlt mE in diesem Video.<br><br>Pubertäre Auswüchse ? Meine Pubertät ist schon x-Jahrzehnte her.<br>Als persönlich Betroffener passe ich nicht ganz in diese Gesellschaft, und deswegen leide ich darunter. <br>Besonders seit meiner Pubertät = auch heute noch.<br>Ich wäre froh, wenn ich nicht darunter leiden müsste.<br><br>Ich halte meine Einstellung für mich persönlich für gut und richtig.<br>Aber sie passt nicht in die breite Mehrheit dieser Gesellschaft. Obwohl die Gesellschaft vielfältig erscheint.",,,,sunnymas,"Eine allgemein verständliche Begründung - oder zumindest der Versuch - fehlt mE in diesem Video.<br><br>Pubertäre Auswüchse ? Meine Pubertät ist schon x-Jahrzehnte her.<br>Als persönlich Betroffener passe ich nicht ganz in diese Gesellschaft, und deswegen leide ich darunter. <br>Besonders seit meiner Pubertät = auch heute noch.<br>Ich wäre froh, wenn ich nicht darunter leiden müsste.<br><br>Ich halte meine Einstellung für mich persönlich für gut und richtig.<br>Aber sie passt nicht in die breite Mehrheit dieser Gesellschaft. Obwohl die Gesellschaft vielfältig erscheint.",2017-11-28T22:47:37Z,2017-11-28T22:47:37Z,
432,,"Ähm nein, die Mehrheit juckt es einen Scheiß, ob eine Person jetzt schwul oder sonstwas ist.<br>Das, was einen übelaufstoßen lässt, sind Menschen, die sich zwanghaft über ihre Sexualität oder eben ihr Geschlecht definieren. <br>Macht sonst eben auch kein Mensch, bzw die, die es tun, nerven die Mehrheit auch (Beispiel: Machogehabe bei Männern)",,,,Maximilian Strasse,"Ähm nein, die Mehrheit juckt es einen Scheiß, ob eine Person jetzt schwul oder sonstwas ist.<br>Das, was einen übelaufstoßen lässt, sind Menschen, die sich zwanghaft über ihre Sexualität oder eben ihr Geschlecht definieren. <br>Macht sonst eben auch kein Mensch, bzw die, die es tun, nerven die Mehrheit auch (Beispiel: Machogehabe bei Männern)",2017-11-28T23:04:35Z,2017-11-28T23:04:35Z,
433,,sunnymas   würdest du mir die statistiken zu deutschlamd bitte verlinkem? Das erscheint mir sehr hoch,,,,AloeVera,sunnymas   würdest du mir die statistiken zu deutschlamd bitte verlinkem? Das erscheint mir sehr hoch,2017-11-29T05:39:35Z,2017-11-29T05:39:35Z,
434,,"<a href=""https://www.tagesschau.de/inland/gewalt-113.html"">https://www.tagesschau.de/inland/gewalt-113.html</a><br><br><a href=""http://www.migazin.de/2016/11/23/bka-statistik-drei-opfer-gewalt/"">http://www.migazin.de/2016/11/23/bka-statistik-drei-opfer-gewalt/</a>",,,,sunnymas,"<a href=""https://www.tagesschau.de/inland/gewalt-113.html"">https://www.tagesschau.de/inland/gewalt-113.html</a><br><br><a href=""http://www.migazin.de/2016/11/23/bka-statistik-drei-opfer-gewalt/"">http://www.migazin.de/2016/11/23/bka-statistik-drei-opfer-gewalt/</a>",2017-11-29T21:29:16Z,2017-11-29T21:29:16Z,
435,,"sunnymas   oka, hätte die zahlen wirklich nicht so hoch eingeschätzt. <br>Bei den 130.000 Personen, sind allerdings nur 82%, also 106600(Zahlen habe ich den von dir angegebenen Quellen entnommen) Personen Frauen, also währe die Rechnung mit den 4min nicht ganz Richtig, wenn man es nur auf Frauen bezieht. Aber das ist jetzt etwas kleinlich, ich weiß. Aber es sind eben nicht NUR Frauen betroffen.<br>Aber ich habe irgendwie den faden verloren, was hat das mit unserer anfänglichen diskussion zu tun?",,,,AloeVera,"sunnymas   oka, hätte die zahlen wirklich nicht so hoch eingeschätzt. <br>Bei den 130.000 Personen, sind allerdings nur 82%, also 106600(Zahlen habe ich den von dir angegebenen Quellen entnommen) Personen Frauen, also währe die Rechnung mit den 4min nicht ganz Richtig, wenn man es nur auf Frauen bezieht. Aber das ist jetzt etwas kleinlich, ich weiß. Aber es sind eben nicht NUR Frauen betroffen.<br>Aber ich habe irgendwie den faden verloren, was hat das mit unserer anfänglichen diskussion zu tun?",2017-11-29T22:04:44Z,2017-11-29T22:04:44Z,
436,,Was hat das mit dem &quot;sonst was&quot; oder Gender zu tun?,,,,Maximilian Strasse,Was hat das mit dem &quot;sonst was&quot; oder Gender zu tun?,2017-11-29T22:57:12Z,2017-11-29T22:57:12Z,
437,,Gewalt wg. &quot;anders sein&quot; im Vergleich zu Gewalt in Beziehungen.,,,,sunnymas,Gewalt wg. &quot;anders sein&quot; im Vergleich zu Gewalt in Beziehungen.,2017-11-30T06:46:50Z,2017-11-30T06:46:50Z,
438,,Scheinheiligkeit in Teilen der Gesellschaft. <br>Kritik oder gar Gewalt gegen &quot;anders sein&quot; contra Gewalt in &quot;normalen&quot; Beziehungen.,,,,sunnymas,Scheinheiligkeit in Teilen der Gesellschaft. <br>Kritik oder gar Gewalt gegen &quot;anders sein&quot; contra Gewalt in &quot;normalen&quot; Beziehungen.,2017-11-30T06:56:09Z,2017-11-30T06:56:09Z,
439,,"Schwachsinn. Kritik ist in beiden Fällen gesellschaftlich akzeptiert, Gewalt eben nicht.",,,,Maximilian Strasse,"Schwachsinn. Kritik ist in beiden Fällen gesellschaftlich akzeptiert, Gewalt eben nicht.",2017-11-30T07:20:58Z,2017-11-30T07:20:58Z,
440,,"Auch Kritik kann zu hart ausfallen. z.B. wenn man wg. &quot;anders sein&quot; seinen Job verliert.<br>Oder keinen Job oder Wohnung bekommt. Obwohl es nichts miteinander zu tun hat.<br><br>Das muß nicht unbedingt homo, trans etc. sein. <br>Da können schon kleine Abweichungen vom Mainstream dazu führen.",,,,sunnymas,"Auch Kritik kann zu hart ausfallen. z.B. wenn man wg. &quot;anders sein&quot; seinen Job verliert.<br>Oder keinen Job oder Wohnung bekommt. Obwohl es nichts miteinander zu tun hat.<br><br>Das muß nicht unbedingt homo, trans etc. sein. <br>Da können schon kleine Abweichungen vom Mainstream dazu führen.",2017-11-30T07:29:55Z,2017-11-30T07:29:55Z,
441,,"sunnymas   sry aber als ob es den chef interessiert ob du jetzt lieber mit männern oder mit frauen schläfst(außer er/sie ist ein homophobes arschloch, denn das extremst interessiert, was warscheinlich nicht die regel ist). Sowas gibt man in der bewerbung ja auch nicht an, das ist privatsache. Woher wollen die also überhaupt wissen, ob du nicht der norm entsprichst?<br>O.o",,,,AloeVera,"sunnymas   sry aber als ob es den chef interessiert ob du jetzt lieber mit männern oder mit frauen schläfst(außer er/sie ist ein homophobes arschloch, denn das extremst interessiert, was warscheinlich nicht die regel ist). Sowas gibt man in der bewerbung ja auch nicht an, das ist privatsache. Woher wollen die also überhaupt wissen, ob du nicht der norm entsprichst?<br>O.o",2017-11-30T14:10:46Z,2017-11-30T14:10:46Z,
442,,"Schon kleine Abweichungen, die sich in der Psyche und Verhalten der betreffenden Person niederschlagen, können zu einer Ausstrahlung und Verhalten führen, dass die Leute irritiert. <br>Da sie nicht wissen, welche Ursachen, kann das zu Angst und Ablehnung führen.<br>(Angst = Furcht vor dem Unbekannten.)<br><br>Job - Kündigungsgrund &quot;Wegen seinem persönlichen Wesen&quot; -  Aber was genau, konnten sie nicht sagen.<br>Die Leistungen waren besonders gut. Hätten sogar die Erwartungen übertroffen.<br>Der Betreffende war sehr geschätzt im ganzen Betrieb. So schien es. Und hilfsbereit und engagiert.<br>Trotzdem wollten sie ihn los werden = gefeuert.<br><br>Der Betreffende ist ein Mann (anf. 30) hetero, Single, keine Besonderheiten in Veranlagung und Gender.",,,,sunnymas,"Schon kleine Abweichungen, die sich in der Psyche und Verhalten der betreffenden Person niederschlagen, können zu einer Ausstrahlung und Verhalten führen, dass die Leute irritiert. <br>Da sie nicht wissen, welche Ursachen, kann das zu Angst und Ablehnung führen.<br>(Angst = Furcht vor dem Unbekannten.)<br><br>Job - Kündigungsgrund &quot;Wegen seinem persönlichen Wesen&quot; -  Aber was genau, konnten sie nicht sagen.<br>Die Leistungen waren besonders gut. Hätten sogar die Erwartungen übertroffen.<br>Der Betreffende war sehr geschätzt im ganzen Betrieb. So schien es. Und hilfsbereit und engagiert.<br>Trotzdem wollten sie ihn los werden = gefeuert.<br><br>Der Betreffende ist ein Mann (anf. 30) hetero, Single, keine Besonderheiten in Veranlagung und Gender.",2017-11-30T22:07:15Z,2017-11-30T22:07:15Z,
443,,"Angst ist NICHT gleich die Furch vor Unbekanntem, den Rest nehme ich mir morgen vor",,,,Maximilian Strasse,"Angst ist NICHT gleich die Furch vor Unbekanntem, den Rest nehme ich mir morgen vor",2017-12-01T04:07:56Z,2017-12-01T04:07:56Z,
444,,"Da hast du doch selbst den Beweis gebracht, jeder Mensch tickt anders, manche Menschen sind sich so antipathisch, dass es besser ist, wenn jemand gefeuert wird. <br><br>Wer sagt btw dass Chefs nicht auch ihre Abweichungen haben und zB schwul/lesbisch sind?",,,,Maximilian Strasse,"Da hast du doch selbst den Beweis gebracht, jeder Mensch tickt anders, manche Menschen sind sich so antipathisch, dass es besser ist, wenn jemand gefeuert wird. <br><br>Wer sagt btw dass Chefs nicht auch ihre Abweichungen haben und zB schwul/lesbisch sind?",2017-12-01T14:00:45Z,2017-12-01T14:00:45Z,
445,,"Mir ist schon bewusst, dass die Abweichungen bei mir sind. Und weiss inzwischen auch deren Ursachen.<br>Aber ich verstehe nicht, was das mit meinem Job zu tun hat ?<br>Ich habe z.B. nie Jemanden persönlich angegangen oder gar angemacht. Höchstens Smalltalk.<br><br>z.B. dass man als Mann mit Anf. 30 Single ist, und kinderlos - na und ?<br>(Dagegen in den USA wäre das ggf. bereits ein Hindernis für gute Jobs und die Karriere. <br>Und Kritik in konservativen Kreisen.)<br><br>Ob mein Chef homo, hetero oder trans ist - ist mir völlig egal. Job ist Job - mehr nicht.<br>Ich hatte bisher eine einzige Bewerbung, wo der Chef m.W. homo war.<br>Der Job kam nicht zustande, weil er einen Homo-Bewerber suchte, auch für sich privat.<br>Aber er war sehr höflich, fast respektvoll, und sehr korrekt.",,,,sunnymas,"Mir ist schon bewusst, dass die Abweichungen bei mir sind. Und weiss inzwischen auch deren Ursachen.<br>Aber ich verstehe nicht, was das mit meinem Job zu tun hat ?<br>Ich habe z.B. nie Jemanden persönlich angegangen oder gar angemacht. Höchstens Smalltalk.<br><br>z.B. dass man als Mann mit Anf. 30 Single ist, und kinderlos - na und ?<br>(Dagegen in den USA wäre das ggf. bereits ein Hindernis für gute Jobs und die Karriere. <br>Und Kritik in konservativen Kreisen.)<br><br>Ob mein Chef homo, hetero oder trans ist - ist mir völlig egal. Job ist Job - mehr nicht.<br>Ich hatte bisher eine einzige Bewerbung, wo der Chef m.W. homo war.<br>Der Job kam nicht zustande, weil er einen Homo-Bewerber suchte, auch für sich privat.<br>Aber er war sehr höflich, fast respektvoll, und sehr korrekt.",2017-12-01T14:17:56Z,2017-12-01T14:17:56Z,
446,,"Falls das kein endloses Getrolle ist:<br>Wie möchtest du denn jemanden auf der Arbeit ansehen, dass er homosexuell ist zb.<br>Und was soll der Schwachsinn mit dem USA? Kann sein, dass dir dort dann eine Stressfrage ala &quot;Warum haben sie keine Familie&quot; gestellt wird. Wenn man da eben schon beleidigt/seltsam reagiert ist man raus.",,,,Maximilian Strasse,"Falls das kein endloses Getrolle ist:<br>Wie möchtest du denn jemanden auf der Arbeit ansehen, dass er homosexuell ist zb.<br>Und was soll der Schwachsinn mit dem USA? Kann sein, dass dir dort dann eine Stressfrage ala &quot;Warum haben sie keine Familie&quot; gestellt wird. Wenn man da eben schon beleidigt/seltsam reagiert ist man raus.",2017-12-01T14:23:19Z,2017-12-01T14:23:19Z,
447,,"... dass er homo ist:<br>Bewerbungsgespräch. Plötzlich küsste mich der Chef (m).<br>Kollege: Als sein fester Partner in unsere Firma eintrat. <br>Außendienst: Als der Kunde plötzlich etwas merkwürdig wirkte, und immer mehr in meine Nähe rückte.<br><br>Ich arbeitete mal in einer sehr konservativen Firma, u.a. ständiger Krawattenzwang.<br>Mein Vorgesetzter stammte aus den USA. Und ein kleiner Teil der Mitarbeiter.<br><br>In den USA ist das leider kein Schwachsinn. Tlw. Unterschiede, wenn man verheiratet ist.<br>(z.B. niedrigere Versicherungsprämien für Autoversicherungen.)<br>Deren Argument: Wer privat Verantwortung übernimmt, der ist auch im Job zu mehr Verantwortung fähig.<br>Wer mit 30+ immer noch nicht verheiratet ist, der scheint keine Verantwortung tragen zu wollen.<br>Auto: Wer verheiratet ist, fährt verantwortungsvoller = nicht so riskant.<br><br>Ich werde kaum gefragt, warum ich Single bin, nichtvh. usw. - trauen sich nicht.<br>Die Leute denken sich ihre Begründung selber aus - ggf. Vorurteile.<br>Mein Ansehen wurde aber besser, als ich einen Stiefsohn hatte. Das war für sie wie einen leiblichen Sohn.<br>Und die Welt war für sie wieder in Ordnung.",,,,sunnymas,"... dass er homo ist:<br>Bewerbungsgespräch. Plötzlich küsste mich der Chef (m).<br>Kollege: Als sein fester Partner in unsere Firma eintrat. <br>Außendienst: Als der Kunde plötzlich etwas merkwürdig wirkte, und immer mehr in meine Nähe rückte.<br><br>Ich arbeitete mal in einer sehr konservativen Firma, u.a. ständiger Krawattenzwang.<br>Mein Vorgesetzter stammte aus den USA. Und ein kleiner Teil der Mitarbeiter.<br><br>In den USA ist das leider kein Schwachsinn. Tlw. Unterschiede, wenn man verheiratet ist.<br>(z.B. niedrigere Versicherungsprämien für Autoversicherungen.)<br>Deren Argument: Wer privat Verantwortung übernimmt, der ist auch im Job zu mehr Verantwortung fähig.<br>Wer mit 30+ immer noch nicht verheiratet ist, der scheint keine Verantwortung tragen zu wollen.<br>Auto: Wer verheiratet ist, fährt verantwortungsvoller = nicht so riskant.<br><br>Ich werde kaum gefragt, warum ich Single bin, nichtvh. usw. - trauen sich nicht.<br>Die Leute denken sich ihre Begründung selber aus - ggf. Vorurteile.<br>Mein Ansehen wurde aber besser, als ich einen Stiefsohn hatte. Das war für sie wie einen leiblichen Sohn.<br>Und die Welt war für sie wieder in Ordnung.",2017-12-01T15:04:08Z,2017-12-01T15:04:08Z,
448,,"sunnymas <br>Und weil deiner Meinung nach (ich will nicht sagen dass es nicht stimmt) in den USA die meisten Leute konservativ und intolerant sind, heißt es dann dass das in Deutschland auch so sein muss ?<br>Wenn du deinen Chef nicht korrekt findest, hör doch einfach auf ihn zu unterstützen und kündige. <br>Ich hasse dieses Beispiel auch aber wenn jemand aus dem fenster springt machst du das dann auch. Du wirst immer mindestens eine person haben die dich so akzeptiert und liebt wie du bist (und wenn du selber diese eine person bist, ist das auch ok) also kannst einfach verdammt nochmal darauf scheißen was dir sonstwer vorschreiben / an dir ändern will",,,,Vanamo,"sunnymas <br>Und weil deiner Meinung nach (ich will nicht sagen dass es nicht stimmt) in den USA die meisten Leute konservativ und intolerant sind, heißt es dann dass das in Deutschland auch so sein muss ?<br>Wenn du deinen Chef nicht korrekt findest, hör doch einfach auf ihn zu unterstützen und kündige. <br>Ich hasse dieses Beispiel auch aber wenn jemand aus dem fenster springt machst du das dann auch. Du wirst immer mindestens eine person haben die dich so akzeptiert und liebt wie du bist (und wenn du selber diese eine person bist, ist das auch ok) also kannst einfach verdammt nochmal darauf scheißen was dir sonstwer vorschreiben / an dir ändern will",2017-12-01T22:49:32Z,2017-12-01T22:49:32Z,
449,,"Man muß einfach eine persönliche Lösung finden. Wie es am besten klappt, soweit möglich.<br>Und wenn was nicht passt, dann halt eben nicht. <br>Job aufgegeben. Nach einem weiteren Versuch diese Karriere aufgegeben. Heute arbeite ich was ganz Anderes.<br><br>Beziehungen und Partnersuche aufgegeben. Viel Stress erspart. Akzeptieren, was nicht geht.<br>Dafür mehr Freiheiten und freie Zeit. Man kann mehr tun, was man will. Und lassen, was man nicht will.",,,,sunnymas,"Man muß einfach eine persönliche Lösung finden. Wie es am besten klappt, soweit möglich.<br>Und wenn was nicht passt, dann halt eben nicht. <br>Job aufgegeben. Nach einem weiteren Versuch diese Karriere aufgegeben. Heute arbeite ich was ganz Anderes.<br><br>Beziehungen und Partnersuche aufgegeben. Viel Stress erspart. Akzeptieren, was nicht geht.<br>Dafür mehr Freiheiten und freie Zeit. Man kann mehr tun, was man will. Und lassen, was man nicht will.",2017-12-02T04:28:12Z,2017-12-02T04:28:12Z,
450,,"Nein, das ist nicht meine Meinung über die USA. <br>Aber dort stösst man eher auf konservative und ggf. intolerante Leute.<br>Aber ebenso gut auf Leute, die das Gegenteil sind.<br>Also kann man sich aussuchen, wo und mit wem es am besten passt. Dort wie hier.<br><br>Wenn der Job nicht zu Einem passt, oder andere große Hindernisse  - dann halt eben nicht.<br>Aber es ist schwer, eine Karriere aufzugeben, wofür man viele Jahre hin gearbeitet hat.<br>Und dann nur noch die Hälfte verdienen, und sich entsprechend umstellen müssen.<br>Und das nur wegen Kleinigkeiten, die mit den Jobs nichts zu tun haben.<br>Salopp gesagt:&quot;Denen passt die Nase nicht.&quot;<br><br>Man sollte aus einem Arbeitsverhältnis keine Art &quot;Religion&quot; machen.<br>Hauptsache, man macht seine Arbeit, wofür man eingestellt wurde.<br>Und kommt mit den Mitarbeitern und Vorgesetzten aus, wie vgl. mit Nachbarn.<br>Das sollte genügen.<br><br>Aber wenn das Ansehen etc. bis ins Private hinein reicht.<br>Oder von Einem eine andere Persönlichkeit erwartet wird,<br>- das geht zu weit.<br><br>z.B. wenn das Auto nicht so schön und gut aussieht, wie sie von Einem erwarten. <br>(mit dem man ja zur Arbeit fährt.)<br>Oder es störte sie, wenn ich mit dem Motorrad zur Arbeit fuhr. Motorrad war für sie = Rocker.<br>Oder, dass ich mich nicht für Tennis und Golf begeistern konnte. (Firmeneigener Tennisplatz.)<br><br>Wäre ich stattdessen Fabrikarbeiter gewesen, dann hätte es Keinen interessiert.<br>Es war halt deren Hierarchie: Arbeiter - Büro - Abteilungsleiter (wie ich) - Chefs.<br>Es störte bereits, dass ich mich auch mit den Arbeitern gut verstand.Soweit nötig, im Rahmen meiner Arbeit.<br><br>Aber auf das Alles kam ich erst hinterher. Als sie mich gefeuert hatten.<br>Ich war halt kein solcher Typ, wie sie. Ich war anders.<br><br>Der nächste Job + Arbeitgeber war nicht so konservativ. <br>Aber auch dort gefiel Manchen meine Persönlichkeit nicht.<br>Außerdem sollte ich später die Arbeit von zwei Mitarbeitern machen.<br>Und wurde dabei kritisiert, warum ich nicht noch mehr leiste ?<br>Ja, wie denn ? Bei zwei Jobs und Arbeitszeit von 8 - 19 Uhr = länger nicht möglich.<br>-&gt; Kündigung bekommen.<br><br>In Dtl. werden weiter einige Fachkräfte aufgeben. Und den Arbeitgeber oder gar das Land wechseln.<br>Mein Bruder ist deswegen sogar ausgewandert. Der kommt nie wieder nach Dtl. zurück.",,,,sunnymas,"Nein, das ist nicht meine Meinung über die USA. <br>Aber dort stösst man eher auf konservative und ggf. intolerante Leute.<br>Aber ebenso gut auf Leute, die das Gegenteil sind.<br>Also kann man sich aussuchen, wo und mit wem es am besten passt. Dort wie hier.<br><br>Wenn der Job nicht zu Einem passt, oder andere große Hindernisse  - dann halt eben nicht.<br>Aber es ist schwer, eine Karriere aufzugeben, wofür man viele Jahre hin gearbeitet hat.<br>Und dann nur noch die Hälfte verdienen, und sich entsprechend umstellen müssen.<br>Und das nur wegen Kleinigkeiten, die mit den Jobs nichts zu tun haben.<br>Salopp gesagt:&quot;Denen passt die Nase nicht.&quot;<br><br>Man sollte aus einem Arbeitsverhältnis keine Art &quot;Religion&quot; machen.<br>Hauptsache, man macht seine Arbeit, wofür man eingestellt wurde.<br>Und kommt mit den Mitarbeitern und Vorgesetzten aus, wie vgl. mit Nachbarn.<br>Das sollte genügen.<br><br>Aber wenn das Ansehen etc. bis ins Private hinein reicht.<br>Oder von Einem eine andere Persönlichkeit erwartet wird,<br>- das geht zu weit.<br><br>z.B. wenn das Auto nicht so schön und gut aussieht, wie sie von Einem erwarten. <br>(mit dem man ja zur Arbeit fährt.)<br>Oder es störte sie, wenn ich mit dem Motorrad zur Arbeit fuhr. Motorrad war für sie = Rocker.<br>Oder, dass ich mich nicht für Tennis und Golf begeistern konnte. (Firmeneigener Tennisplatz.)<br><br>Wäre ich stattdessen Fabrikarbeiter gewesen, dann hätte es Keinen interessiert.<br>Es war halt deren Hierarchie: Arbeiter - Büro - Abteilungsleiter (wie ich) - Chefs.<br>Es störte bereits, dass ich mich auch mit den Arbeitern gut verstand.Soweit nötig, im Rahmen meiner Arbeit.<br><br>Aber auf das Alles kam ich erst hinterher. Als sie mich gefeuert hatten.<br>Ich war halt kein solcher Typ, wie sie. Ich war anders.<br><br>Der nächste Job + Arbeitgeber war nicht so konservativ. <br>Aber auch dort gefiel Manchen meine Persönlichkeit nicht.<br>Außerdem sollte ich später die Arbeit von zwei Mitarbeitern machen.<br>Und wurde dabei kritisiert, warum ich nicht noch mehr leiste ?<br>Ja, wie denn ? Bei zwei Jobs und Arbeitszeit von 8 - 19 Uhr = länger nicht möglich.<br>-&gt; Kündigung bekommen.<br><br>In Dtl. werden weiter einige Fachkräfte aufgeben. Und den Arbeitgeber oder gar das Land wechseln.<br>Mein Bruder ist deswegen sogar ausgewandert. Der kommt nie wieder nach Dtl. zurück.",2017-12-02T05:15:12Z,2017-12-02T05:33:38Z,
451,,"@Cpt Billy Seh ich auch so. Zum Beispiel bei der Geburt wird gesagt, dass du ein Mädchen oder Junge bist, weil du das jeweillige Geschlecht hast. Bei der Geburt kann man doch garnicht das 3. Geschlecht benutzen nach der Definition. Man kann als Baby frisch ausm Bauch nicht wissen wie das Kind später wird. Wenn man jetzt eine Vagina hat und Hoden im Bauch oder eine Vagina und einen Penis hat, dann kann man das 3. Geschlecht nutzen, aber anders nicht. Ich denke auch einfach, das wir Menschen IMMER ALLES bezeichnet haben müssen und unsere Gefühle erklären müssen, obwohl man einfach leben sollte und wie in den Kommentaren hier schon oft gesagt, einfach keinen großen Wert auf die Geschlechter und Vorurteile und Klischees und so legen sollte.",,,,Emily Wersig,"@Cpt Billy Seh ich auch so. Zum Beispiel bei der Geburt wird gesagt, dass du ein Mädchen oder Junge bist, weil du das jeweillige Geschlecht hast. Bei der Geburt kann man doch garnicht das 3. Geschlecht benutzen nach der Definition. Man kann als Baby frisch ausm Bauch nicht wissen wie das Kind später wird. Wenn man jetzt eine Vagina hat und Hoden im Bauch oder eine Vagina und einen Penis hat, dann kann man das 3. Geschlecht nutzen, aber anders nicht. Ich denke auch einfach, das wir Menschen IMMER ALLES bezeichnet haben müssen und unsere Gefühle erklären müssen, obwohl man einfach leben sollte und wie in den Kommentaren hier schon oft gesagt, einfach keinen großen Wert auf die Geschlechter und Vorurteile und Klischees und so legen sollte.",2020-02-09T15:39:53Z,2020-02-09T15:39:53Z,
